"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"02-Dec-2024","EQ","1,078.80","1,084.80","1,056.60","1,054.30","1,060.00","1,059.50","1,065.24","1,094.70","586.05","10,19,640","1,08,61,65,728.50","40,385"
"29-Nov-2024","EQ","1,055.00","1,059.50","1,033.50","1,053.05","1,050.00","1,054.30","1,048.56","1,094.70","566.15","4,54,863","47,69,51,217.35","34,604"
"28-Nov-2024","EQ","1,059.85","1,094.70","1,042.35","1,023.05","1,050.00","1,053.05","1,066.96","1,094.70","566.15","30,40,175","3,24,37,57,381.70","1,10,941"
"27-Nov-2024","EQ","1,024.10","1,044.80","1,012.35","1,024.00","1,021.05","1,023.05","1,024.93","1,075.00","566.15","3,76,354","38,57,35,605.65","31,067"
"26-Nov-2024","EQ","1,058.25","1,063.85","996.00","1,039.80","1,020.70","1,024.00","1,019.84","1,075.00","566.15","11,03,488","1,12,53,76,242.30","73,514"
"25-Nov-2024","EQ","1,010.00","1,051.50","1,005.00","999.20","1,046.00","1,039.80","1,032.29","1,075.00","566.15","9,07,460","93,67,59,288.95","79,911"
"22-Nov-2024","EQ","999.00","1,027.90","988.05","992.00","997.90","999.20","1,007.00","1,075.00","566.15","5,88,923","59,30,42,704.70","37,815"
"21-Nov-2024","EQ","995.95","1,010.40","979.25","994.95","992.10","992.00","992.18","1,075.00","566.15","2,50,956","24,89,92,546.95","23,436"
"19-Nov-2024","EQ","1,006.00","1,022.45","988.00","1,006.15","989.95","994.95","1,006.18","1,075.00","566.15","3,37,971","34,00,58,169.35","30,518"
"18-Nov-2024","EQ","1,005.85","1,037.95","998.55","1,005.85","1,004.10","1,006.15","1,016.68","1,075.00","566.15","7,81,808","79,48,49,667.25","58,540"
"14-Nov-2024","EQ","960.00","1,014.85","956.75","965.65","1,007.90","1,005.85","997.10","1,075.00","563.25","8,08,131","80,57,91,433.55","59,693"
"13-Nov-2024","EQ","996.00","996.00","960.00","1,002.65","965.50","965.65","975.54","1,075.00","563.25","2,61,798","25,53,93,525.45","24,661"
"12-Nov-2024","EQ","999.70","1,028.80","994.05","996.75","996.00","1,002.65","1,008.32","1,075.00","563.25","6,73,633","67,92,38,502.45","61,634"
"11-Nov-2024","EQ","1,020.90","1,025.10","992.15","1,020.65","997.80","996.75","1,002.21","1,075.00","563.25","4,37,994","43,89,61,980.20","35,151"
"08-Nov-2024","EQ","1,044.05","1,057.40","1,012.05","1,050.70","1,021.00","1,020.65","1,031.91","1,075.00","550.05","8,27,492","85,38,98,113.50","47,326"
"07-Nov-2024","EQ","976.00","1,075.00","972.20","976.15","1,044.00","1,050.70","1,052.91","1,075.00","550.05","72,36,590","7,61,95,01,786.70","2,55,018"
"06-Nov-2024","EQ","956.50","978.85","946.10","949.05","977.85","976.15","964.66","1,068.00","550.05","6,34,207","61,17,94,346.45","41,764"
"05-Nov-2024","EQ","979.90","1,015.90","941.05","968.70","951.00","949.05","961.94","1,068.00","550.05","24,92,529","2,39,76,54,031.25","1,29,180"
"04-Nov-2024","EQ","1,000.00","1,000.00","945.00","1,002.05","973.35","968.70","966.84","1,068.00","550.05","4,87,802","47,16,24,079.65","44,332"
"01-Nov-2024","EQ","993.95","1,020.70","992.60","984.90","1,002.95","1,002.05","1,007.25","1,068.00","550.05","77,926","7,84,91,120.60","5,306"
"31-Oct-2024","EQ","949.90","993.00","936.60","949.90","991.00","984.90","975.23","1,068.00","550.05","3,14,303","30,65,17,406.55","29,952"
"30-Oct-2024","EQ","929.10","955.00","924.60","924.55","950.15","949.90","944.50","1,068.00","550.05","1,93,114","18,23,95,395.20","13,139"
"29-Oct-2024","EQ","909.30","929.05","898.25","904.50","925.00","924.55","914.86","1,068.00","550.05","2,42,880","22,22,02,169.35","26,204"
"28-Oct-2024","EQ","894.75","908.20","879.40","895.05","904.10","904.50","897.90","1,068.00","550.05","1,24,821","11,20,77,034.25","18,980"
"25-Oct-2024","EQ","918.00","926.40","880.30","917.95","894.90","895.05","896.64","1,068.00","550.05","2,73,195","24,49,56,914.00","26,789"
"24-Oct-2024","EQ","947.00","959.90","908.10","932.35","914.00","917.95","929.96","1,068.00","550.05","4,93,092","45,85,56,359.90","37,942"
"23-Oct-2024","EQ","936.00","944.05","915.80","935.10","931.00","932.35","931.15","1,068.00","550.05","2,53,650","23,61,87,455.80","34,326"
"22-Oct-2024","EQ","982.10","987.80","929.10","981.30","941.00","935.10","945.72","1,068.00","550.05","4,19,768","39,69,82,554.10","48,003"
"21-Oct-2024","EQ","990.00","999.95","975.50","991.85","977.05","981.30","985.29","1,068.00","550.05","1,89,717","18,69,26,661.35","20,802"
"18-Oct-2024","EQ","987.05","1,001.00","976.50","993.00","990.00","991.85","993.54","1,068.00","550.05","4,81,978","47,88,64,454.65","21,540"
"17-Oct-2024","EQ","1,017.10","1,026.45","986.10","1,017.20","990.85","993.00","1,002.58","1,068.00","550.05","3,57,199","35,81,21,838.55","25,127"
"16-Oct-2024","EQ","1,024.85","1,027.00","1,006.25","1,026.65","1,015.00","1,017.20","1,015.00","1,068.00","550.05","6,23,149","63,24,93,736.95","36,167"
"15-Oct-2024","EQ","1,011.00","1,034.85","1,008.40","1,009.15","1,026.55","1,026.65","1,024.08","1,068.00","550.05","7,97,388","81,65,89,779.20","55,479"
"14-Oct-2024","EQ","1,003.00","1,016.00","993.65","998.70","1,010.00","1,009.15","1,003.00","1,068.00","550.05","3,27,266","32,82,48,625.55","29,774"
"11-Oct-2024","EQ","1,016.70","1,019.95","996.00","1,017.45","999.00","998.70","1,003.24","1,068.00","550.05","3,25,602","32,66,57,378.55","28,409"
"10-Oct-2024","EQ","1,023.05","1,024.75","1,007.05","1,007.35","1,016.00","1,017.45","1,018.44","1,068.00","550.05","3,30,317","33,64,08,194.25","38,322"
"09-Oct-2024","EQ","1,018.50","1,027.50","1,003.10","1,013.15","1,010.00","1,007.35","1,015.54","1,068.00","550.05","4,73,009","48,03,58,480.95","34,061"
"08-Oct-2024","EQ","980.00","1,019.90","968.15","987.90","1,010.05","1,013.15","997.28","1,068.00","550.05","5,45,411","54,39,28,474.25","36,962"
"07-Oct-2024","EQ","1,025.50","1,026.65","979.40","1,032.25","992.00","987.90","992.14","1,068.00","550.05","5,91,565","58,69,16,627.80","46,968"
"04-Oct-2024","EQ","1,032.50","1,039.00","991.00","1,023.45","1,032.05","1,032.25","1,022.19","1,068.00","550.05","7,81,300","79,86,37,300.45","48,112"
"03-Oct-2024","EQ","1,022.00","1,043.45","991.50","1,050.75","1,022.00","1,023.45","1,022.61","1,068.00","550.05","9,84,536","1,00,67,98,422.95","41,938"
"01-Oct-2024","EQ","1,036.55","1,061.00","1,026.10","1,038.55","1,049.50","1,050.75","1,048.41","1,068.00","550.05","6,57,374","68,91,96,748.45","33,688"
"30-Sep-2024","EQ","1,023.00","1,068.00","1,018.05","1,025.10","1,037.25","1,038.55","1,051.00","1,068.00","550.05","22,63,353","2,37,87,84,292.10","81,244"
"27-Sep-2024","EQ","1,021.90","1,032.00","1,004.60","1,022.45","1,025.50","1,025.10","1,019.23","1,040.00","550.05","6,07,205","61,88,79,565.15","29,941"
"26-Sep-2024","EQ","1,015.85","1,037.55","1,002.75","1,018.65","1,020.00","1,022.45","1,026.53","1,040.00","550.05","13,89,792","1,42,66,67,834.50","48,024"
"25-Sep-2024","EQ","985.05","1,029.90","985.05","982.75","1,014.95","1,018.65","1,011.31","1,040.00","550.05","26,82,353","2,71,26,86,285.55","84,375"
"24-Sep-2024","EQ","950.00","993.25","942.80","945.10","978.80","982.75","973.47","1,040.00","550.05","17,83,692","1,73,63,62,565.85","79,401"
"23-Sep-2024","EQ","970.00","975.00","938.70","941.25","945.95","945.10","951.15","1,040.00","550.05","14,33,380","1,36,33,59,219.95","47,918"
"20-Sep-2024","EQ","978.95","978.95","935.05","986.15","941.00","941.25","947.12","1,040.00","550.05","18,60,651","1,76,22,55,509.80","66,658"
"19-Sep-2024","EQ","1,030.00","1,031.85","974.90","1,017.00","989.90","986.15","995.00","1,040.00","550.05","8,66,070","86,17,42,605.10","49,257"
"18-Sep-2024","EQ","985.00","1,021.10","968.65","984.60","1,016.00","1,017.00","1,001.89","1,040.00","550.05","19,38,032","1,94,16,87,827.80","77,214"
"17-Sep-2024","EQ","982.95","987.70","963.15","978.25","982.00","984.60","979.47","1,040.00","550.05","3,50,997","34,37,91,188.70","15,782"
"16-Sep-2024","EQ","988.90","997.30","975.00","993.25","985.00","978.25","981.05","1,040.00","550.05","2,40,776","23,62,13,568.15","15,321"
"13-Sep-2024","EQ","995.65","998.40","978.00","995.65","996.00","993.25","987.16","1,040.00","550.05","5,06,343","49,98,41,014.70","26,253"
"12-Sep-2024","EQ","956.00","998.00","956.00","952.65","992.00","995.65","985.96","1,040.00","550.05","17,06,995","1,68,30,32,801.65","67,853"
"11-Sep-2024","EQ","978.00","978.70","950.00","980.75","954.95","952.65","960.03","1,040.00","550.05","3,73,487","35,85,60,484.55","20,623"
"10-Sep-2024","EQ","982.30","989.00","975.00","977.00","980.00","980.75","980.03","1,040.00","550.05","5,56,732","54,56,13,955.40","24,644"
"09-Sep-2024","EQ","996.00","996.00","957.20","992.85","980.00","977.00","973.35","1,040.00","550.05","7,74,391","75,37,52,126.15","33,454"
"06-Sep-2024","EQ","1,037.05","1,040.00","987.15","987.75","995.00","992.85","1,011.04","1,040.00","550.05","61,47,714","6,21,55,99,715.55","1,73,736"
"05-Sep-2024","EQ","933.00","1,002.80","932.15","932.10","988.80","987.75","980.18","1,002.80","550.05","76,22,182","7,47,10,89,346.35","2,10,228"
"04-Sep-2024","EQ","928.45","942.20","926.00","928.10","933.00","932.10","934.34","969.00","550.05","5,23,215","48,88,58,989.35","24,651"
"03-Sep-2024","EQ","928.15","936.40","924.75","926.00","931.00","928.10","929.09","969.00","550.05","3,98,939","37,06,49,073.15","20,935"
"02-Sep-2024","EQ","956.00","959.90","920.80","947.35","925.30","926.00","939.48","969.00","550.05","12,31,376","1,15,68,54,000.60","44,833"
"30-Aug-2024","EQ","909.95","969.00","890.30","900.75","955.95","947.35","923.15","969.00","550.05","35,43,477","3,27,11,49,678.70","1,05,253"
"29-Aug-2024","EQ","890.00","954.00","881.80","868.05","903.30","900.75","927.10","968.80","550.05","2,05,49,183","19,05,10,76,746.35","4,32,363"
"28-Aug-2024","EQ","862.00","871.00","854.80","864.10","869.00","868.05","863.57","968.80","550.05","2,59,844","22,43,92,218.60","14,601"
"27-Aug-2024","EQ","862.70","870.50","843.35","854.05","862.55","864.10","858.37","968.80","550.05","6,71,497","57,63,93,642.00","35,105"
"26-Aug-2024","EQ","888.00","919.00","850.00","839.90","851.45","854.05","873.95","968.80","550.05","39,09,683","3,41,68,69,676.60","1,18,106"
"23-Aug-2024","EQ","832.95","844.70","822.05","829.35","840.00","839.90","836.73","968.80","550.05","5,61,082","46,94,72,797.00","22,926"
"22-Aug-2024","EQ","851.80","851.80","826.00","846.20","828.00","829.35","831.41","968.80","550.05","5,35,734","44,54,16,104.20","31,970"
"21-Aug-2024","EQ","843.35","848.65","837.20","843.35","846.50","846.20","844.16","968.80","550.05","2,02,134","17,06,32,890.95","16,782"
"20-Aug-2024","EQ","833.00","847.10","832.15","825.35","840.55","843.35","841.15","968.80","550.05","3,16,981","26,66,29,687.05","21,465"
"19-Aug-2024","EQ","819.95","834.70","818.45","817.10","824.00","825.35","826.43","968.80","550.05","2,77,807","22,95,86,656.55","18,962"
"16-Aug-2024","EQ","815.00","823.35","810.50","812.50","813.50","817.10","816.88","968.80","550.05","2,98,225","24,36,15,093.10","23,526"
"14-Aug-2024","EQ","832.25","832.25","810.00","828.50","813.00","812.50","816.44","968.80","550.05","1,37,662","11,23,92,641.15","14,704"
"13-Aug-2024","EQ","836.00","838.50","821.50","827.65","828.00","828.50","829.98","968.80","550.05","2,85,709","23,71,34,002.50","24,411"
"12-Aug-2024","EQ","833.85","847.20","825.40","833.45","826.00","827.65","834.08","968.80","550.05","1,86,723","15,57,42,698.05","12,370"
"09-Aug-2024","EQ","851.10","855.70","828.10","853.05","835.95","833.45","845.08","968.80","550.05","3,88,418","32,82,44,492.50","30,806"
"08-Aug-2024","EQ","849.90","859.00","838.45","849.90","850.05","853.05","853.51","968.80","550.05","2,61,522","22,32,10,635.90","24,028"
"07-Aug-2024","EQ","839.70","857.00","830.50","829.90","855.00","849.90","846.65","968.80","550.05","2,61,230","22,11,70,482.60","23,731"
"06-Aug-2024","EQ","841.55","847.25","821.30","827.65","828.65","829.90","832.41","968.80","550.05","5,07,024","42,20,50,969.60","38,207"
"05-Aug-2024","EQ","865.55","865.55","811.15","882.30","830.00","827.65","827.92","968.80","550.05","9,34,351","77,35,63,216.15","59,036"
"02-Aug-2024","EQ","900.00","900.00","878.40","906.85","886.40","882.30","889.58","968.80","550.05","2,64,603","23,53,86,082.70","17,548"
"01-Aug-2024","EQ","929.35","954.45","900.50","925.35","906.00","906.85","923.12","968.80","550.05","10,59,238","97,78,02,061.75","54,252"
"31-Jul-2024","EQ","889.75","929.00","885.00","885.05","925.00","925.35","917.45","968.80","550.05","18,16,568","1,66,66,05,330.50","66,663"
"30-Jul-2024","EQ","877.90","890.50","872.00","874.15","887.00","885.05","882.95","968.80","550.05","6,30,729","55,69,04,688.30","28,744"
"29-Jul-2024","EQ","890.00","905.40","870.05","880.05","873.80","874.15","883.96","968.80","550.05","5,03,430","44,50,13,710.05","23,826"
"26-Jul-2024","EQ","884.00","891.00","874.50","884.00","882.00","880.05","881.36","968.80","550.05","6,55,582","57,78,01,147.40","25,245"
"25-Jul-2024","EQ","888.00","904.70","876.15","885.50","876.15","884.00","889.66","968.80","550.05","4,04,813","36,01,44,200.20","19,171"
"24-Jul-2024","EQ","885.10","899.60","871.50","880.50","893.00","885.50","884.68","968.80","550.05","8,75,537","77,45,70,324.05","35,257"
"23-Jul-2024","EQ","883.80","884.45","828.00","876.55","880.00","880.50","868.39","968.80","550.05","3,28,782","28,55,10,645.15","22,752"
"22-Jul-2024","EQ","860.00","886.60","853.80","868.00","880.00","876.55","873.50","968.80","550.05","2,33,449","20,39,16,743.05","14,852"
"19-Jul-2024","EQ","891.30","899.00","862.80","891.30","866.60","868.00","880.10","968.80","550.05","3,63,744","32,01,30,865.45","21,866"
"18-Jul-2024","EQ","930.00","940.00","881.05","887.55","892.00","891.30","915.29","968.80","550.05","42,57,096","3,89,64,93,884.80","1,24,875"
"16-Jul-2024","EQ","887.00","899.70","882.00","886.15","884.10","887.55","890.99","968.80","550.05","2,69,460","24,00,86,354.50","19,990"
"15-Jul-2024","EQ","880.00","888.00","869.60","871.20","885.40","886.15","882.44","968.80","550.05","2,28,776","20,18,81,631.60","12,875"
"12-Jul-2024","EQ","870.10","884.50","867.35","870.05","875.00","871.20","874.82","968.80","550.05","4,75,198","41,57,12,941.70","29,995"
"11-Jul-2024","EQ","874.00","886.20","864.00","872.85","871.10","870.05","872.52","968.80","550.05","6,01,381","52,47,18,795.90","21,435"
"10-Jul-2024","EQ","907.00","909.95","855.00","906.60","874.85","872.85","874.18","968.80","550.05","12,27,454","1,07,30,12,340.70","49,728"
"09-Jul-2024","EQ","900.75","909.90","894.30","899.15","906.55","906.60","903.80","968.80","550.05","2,70,707","24,46,65,886.15","12,393"
"08-Jul-2024","EQ","910.45","910.55","892.00","900.65","900.75","899.15","897.51","968.80","550.05","3,60,522","32,35,73,423.60","14,901"
"05-Jul-2024","EQ","923.50","927.40","897.00","922.75","902.55","900.65","905.66","968.80","550.00","7,26,736","65,81,76,810.80","34,699"
"04-Jul-2024","EQ","934.90","941.95","914.35","921.20","915.15","922.75","931.42","968.80","550.00","12,07,749","1,12,49,18,413.70","32,748"
"03-Jul-2024","EQ","942.90","968.80","917.05","902.25","923.85","921.20","947.89","968.80","550.00","60,40,700","5,72,59,03,056.60","1,32,470"
"02-Jul-2024","EQ","884.00","906.85","874.30","883.95","903.00","902.25","890.03","950.00","550.00","3,37,841","30,06,87,615.45","18,019"
"01-Jul-2024","EQ","889.75","900.40","877.85","886.90","882.00","883.95","885.28","950.00","550.00","3,15,953","27,97,07,267.65","16,108"
"28-Jun-2024","EQ","905.00","905.00","880.30","893.60","889.00","886.90","886.12","950.00","548.05","3,79,432","33,62,22,077.20","18,544"
"27-Jun-2024","EQ","938.00","950.00","883.50","863.40","891.00","893.60","911.11","950.00","548.05","37,84,864","3,44,84,35,881.75","93,255"
"26-Jun-2024","EQ","861.80","868.05","853.65","857.25","863.50","863.40","861.46","947.80","548.05","1,43,666","12,37,62,966.55","9,613"
"25-Jun-2024","EQ","878.35","878.35","852.60","876.15","862.00","857.25","865.64","947.80","548.05","2,19,743","19,02,19,006.10","17,212"
"24-Jun-2024","EQ","883.85","883.85","857.00","868.45","874.00","876.15","871.34","947.80","548.05","5,40,329","47,08,10,229.40","33,329"
"21-Jun-2024","EQ","877.70","877.70","852.10","872.50","870.00","868.45","864.02","947.80","543.25","6,15,348","53,16,71,251.05","45,336"
"20-Jun-2024","EQ","898.95","898.95","868.60","892.90","875.20","872.50","875.95","947.80","543.25","4,42,354","38,74,80,897.70","30,947"
"19-Jun-2024","EQ","929.95","929.95","888.00","932.10","894.00","892.90","900.70","947.80","543.25","9,01,378","81,18,69,901.60","36,503"
"18-Jun-2024","EQ","937.00","944.00","917.55","935.50","932.50","932.10","931.16","947.80","543.25","7,60,261","70,79,28,335.50","32,357"
"14-Jun-2024","EQ","868.60","947.80","868.00","868.60","932.10","935.50","923.96","947.80","537.20","40,91,712","3,78,05,65,294.50","1,35,148"
"13-Jun-2024","EQ","832.00","871.20","826.50","827.85","864.55","868.60","857.23","871.20","537.20","17,36,259","1,48,83,78,858.05","59,033"
"12-Jun-2024","EQ","818.00","840.00","813.90","817.75","827.50","827.85","829.25","840.00","537.20","5,49,077","45,53,21,477.55","24,710"
"11-Jun-2024","EQ","815.35","833.95","810.85","809.05","817.10","817.75","820.02","838.85","537.20","11,35,256","93,09,31,279.00","39,452"
"10-Jun-2024","EQ","814.80","829.00","791.00","768.35","809.00","809.05","811.48","838.85","537.20","33,21,766","2,69,55,53,224.25","94,368"
"07-Jun-2024","EQ","775.00","781.60","764.70","770.85","770.00","768.35","772.94","838.85","523.25","1,98,873","15,37,17,162.05","17,196"
"06-Jun-2024","EQ","725.05","784.50","725.05","719.90","771.85","770.85","770.62","838.85","523.25","7,13,490","54,98,30,002.50","44,721"
"05-Jun-2024","EQ","730.00","744.25","699.20","696.90","720.00","719.90","718.25","838.85","523.25","11,81,324","84,84,88,710.60","57,954"
"04-Jun-2024","EQ","775.00","779.20","671.05","775.00","694.00","696.90","728.58","838.85","523.25","4,77,482","34,78,82,942.30","35,754"
"03-Jun-2024","EQ","784.00","784.00","755.00","738.50","774.00","775.00","772.79","838.85","523.25","3,50,123","27,05,70,773.70","28,604"